ngay,ma_ngoai_te,ten_ngoai_te,mua_tien_mat,mua_chuyen_khoan,ban
2/15/2020,HKD,HONGKONG DOLLAR,2941.15,2970.86,3015.34
2/15/2020,CNY,YUAN RENMINBI,3261.34,3294.28,3363.72
2/15/2020,DKK,DANISH KRONE,-,3311.26,3435.6
2/15/2020,INR,INDIAN RUPEE,-,324.95,337.7
2/15/2020,KRW,KOREAN WON,17.95,18.89,20.7
2/15/2020,KWD,KUWAITI DINAR,-,76078.16,79063.14
2/15/2020,MYR,MALAYSIAN RINGGIT,-,5560.11,5677.32
2/15/2020,NOK,NORWEGIAN KRONER,-,2461.47,2564.14
2/15/2020,RUB,RUSSIAN RUBLE,-,365.79,407.6
2/15/2020,SAR,SAUDI RIAL,-,6182.81,6425.4
2/15/2020,SEK,SWEDISH KRONA,-,2358.92,2447.5
2/16/2020,USD,US DOLLAR,23145,23175,23315
2/16/2020,EUR,EURO,24683.24,24932.57,25811.04
2/16/2020,GBP,POUND STERLING,29870.66,30172.38,30501.85
2/16/2020,JPY,YEN,204.56,206.63,213.91
2/16/2020,AUD,AUSTRALIAN DOLLAR,15316.86,15471.58,15797.73
2/16/2020,SGD,SINGAPORE DOLLAR,16455.89,16622.11,16837.26
2/16/2020,THB,THAILAND BAHT,656.66,729.62,763.1
2/16/2020,CAD,CANADIAN DOLLAR,17187.31,17360.92,17726.89
2/16/2020,CHF,SWISS FRANC,23246.81,23481.63,23976.62
2/16/2020,HKD,HONGKONG DOLLAR,2941.15,2970.86,3015.34
2/16/2020,CNY,YUAN RENMINBI,3261.34,3294.28,3363.72
2/16/2020,DKK,DANISH KRONE,-,3311.26,3435.6
2/16/2020,INR,INDIAN RUPEE,-,324.95,337.7
2/16/2020,KRW,KOREAN WON,17.95,18.89,20.7
2/16/2020,KWD,KUWAITI DINAR,-,76078.16,79063.14
2/16/2020,MYR,MALAYSIAN RINGGIT,-,5560.11,5677.32
2/16/2020,NOK,NORWEGIAN KRONER,-,2461.47,2564.14
2/16/2020,RUB,RUSSIAN RUBLE,-,365.79,407.6
2/16/2020,SAR,SAUDI RIAL,-,6182.81,6425.4
2/16/2020,SEK,SWEDISH KRONA,-,2358.92,2447.5
